"id","sex","age","age_cat","race","juv_fel_count","decile_score","juv_misd_count","juv_other_count","priors_count","c_charge_degree","type_of_assessment","decile_score.1","score_text","two_year_recid"
1411,1,69,"Greater than 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1412,0,47,"Greater than 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1418,0,45,"Greater than 45",3,0,3,0,0,1,1,"Risk of Recidivism",3,"Low",0
1419,1,33,"25 - 45",1,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
1422,1,27,"25 - 45",3,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",1
1424,0,47,"Greater than 45",1,0,5,0,0,4,1,"Risk of Recidivism",5,"Medium",1
1427,0,32,"25 - 45",2,0,9,0,0,14,1,"Risk of Recidivism",9,"High",1
1428,0,24,"Less than 25",2,0,7,0,0,2,1,"Risk of Recidivism",7,"Medium",0
1429,0,26,"25 - 45",2,0,10,0,0,5,1,"Risk of Recidivism",10,"High",1
1430,0,47,"Greater than 45",3,0,4,0,0,0,0,"Risk of Recidivism",4,"Low",0
1431,0,25,"25 - 45",1,0,5,0,0,1,1,"Risk of Recidivism",5,"Medium",0
1433,0,21,"Less than 25",2,0,8,0,0,1,1,"Risk of Recidivism",8,"High",0
1435,0,25,"25 - 45",2,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",1
1436,0,22,"Less than 25",2,1,7,1,0,6,1,"Risk of Recidivism",7,"Medium",1
1438,1,26,"25 - 45",1,0,6,0,0,0,1,"Risk of Recidivism",6,"Medium",0
1439,0,20,"Less than 25",1,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
1441,0,30,"25 - 45",2,0,5,0,0,1,0,"Risk of Recidivism",5,"Medium",1
1443,0,45,"Greater than 45",2,0,5,0,0,0,1,"Risk of Recidivism",5,"Medium",1
1445,0,33,"25 - 45",2,0,7,0,0,7,1,"Risk of Recidivism",7,"Medium",1
1446,0,35,"25 - 45",1,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
1447,0,41,"25 - 45",1,0,1,0,0,5,1,"Risk of Recidivism",1,"Low",0
1448,0,23,"Less than 25",1,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
1452,1,21,"Less than 25",1,0,5,1,0,0,0,"Risk of Recidivism",5,"Medium",1
1455,0,54,"Greater than 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1456,0,27,"25 - 45",2,0,6,0,0,10,1,"Risk of Recidivism",6,"Medium",1
1458,0,22,"Less than 25",1,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
1460,1,21,"Less than 25",3,0,7,0,0,0,0,"Risk of Recidivism",7,"Medium",1
1461,0,23,"Less than 25",2,0,6,0,0,2,1,"Risk of Recidivism",6,"Medium",1
1462,0,30,"25 - 45",3,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
1463,0,36,"25 - 45",2,0,8,0,0,5,0,"Risk of Recidivism",8,"High",1
1464,1,24,"Less than 25",3,0,6,0,0,2,1,"Risk of Recidivism",6,"Medium",1
1467,0,29,"25 - 45",2,0,7,0,1,10,1,"Risk of Recidivism",7,"Medium",1
1470,0,54,"Greater than 45",2,0,5,0,0,4,0,"Risk of Recidivism",5,"Medium",1
1471,0,22,"Less than 25",1,0,5,0,0,2,0,"Risk of Recidivism",5,"Medium",1
1472,0,38,"25 - 45",1,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
1473,0,26,"25 - 45",2,0,4,0,0,0,0,"Risk of Recidivism",4,"Low",1
1474,1,20,"Less than 25",2,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
1475,0,56,"Greater than 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1479,0,52,"Greater than 45",2,0,1,0,0,6,0,"Risk of Recidivism",1,"Low",1
1481,0,29,"25 - 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1482,1,23,"Less than 25",2,0,7,0,0,6,0,"Risk of Recidivism",7,"Medium",0
1483,0,35,"25 - 45",2,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
1484,0,32,"25 - 45",1,0,9,0,0,8,1,"Risk of Recidivism",9,"High",1
1485,0,21,"Less than 25",2,0,7,0,0,1,0,"Risk of Recidivism",7,"Medium",1
1486,0,25,"25 - 45",3,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",0
1488,0,32,"25 - 45",2,0,2,1,0,5,0,"Risk of Recidivism",2,"Low",1
1490,0,30,"25 - 45",2,0,4,0,0,4,0,"Risk of Recidivism",4,"Low",1
1491,1,30,"25 - 45",2,0,4,0,0,3,1,"Risk of Recidivism",4,"Low",0
1496,0,23,"Less than 25",2,0,7,0,0,2,1,"Risk of Recidivism",7,"Medium",1
1497,0,32,"25 - 45",1,1,4,0,0,8,1,"Risk of Recidivism",4,"Low",0
1498,0,52,"Greater than 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
1499,0,29,"25 - 45",2,0,10,0,0,6,1,"Risk of Recidivism",10,"High",1
1501,0,42,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1505,0,21,"Less than 25",2,0,8,0,1,0,1,"Risk of Recidivism",8,"High",1
1506,1,36,"25 - 45",1,0,9,0,0,4,1,"Risk of Recidivism",9,"High",1
1508,1,22,"Less than 25",2,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
1509,0,45,"Greater than 45",3,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
1511,0,29,"25 - 45",2,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
1512,0,54,"Greater than 45",2,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",0
1513,0,30,"25 - 45",2,0,5,0,0,6,1,"Risk of Recidivism",5,"Medium",1
1515,0,51,"Greater than 45",2,0,4,0,0,17,0,"Risk of Recidivism",4,"Low",0
1516,0,45,"Greater than 45",3,0,3,0,0,20,1,"Risk of Recidivism",3,"Low",1
1517,0,27,"25 - 45",2,0,3,0,0,3,1,"Risk of Recidivism",3,"Low",1
1518,0,24,"Less than 25",3,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",1
1520,0,24,"Less than 25",1,0,6,0,0,2,1,"Risk of Recidivism",6,"Medium",0
1522,0,23,"Less than 25",2,0,7,0,0,2,0,"Risk of Recidivism",7,"Medium",0
1523,1,42,"25 - 45",6,0,3,0,0,2,0,"Risk of Recidivism",3,"Low",0
1526,0,36,"25 - 45",2,0,4,0,0,5,1,"Risk of Recidivism",4,"Low",0
1529,1,38,"25 - 45",2,0,7,1,0,8,0,"Risk of Recidivism",7,"Medium",1
1530,0,69,"Greater than 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1531,0,21,"Less than 25",3,0,5,0,1,1,1,"Risk of Recidivism",5,"Medium",1
1532,0,59,"Greater than 45",3,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
1533,0,39,"25 - 45",2,0,6,0,0,1,1,"Risk of Recidivism",6,"Medium",0
1534,0,29,"25 - 45",2,0,6,0,0,2,1,"Risk of Recidivism",6,"Medium",0
1535,0,22,"Less than 25",3,0,7,0,0,1,0,"Risk of Recidivism",7,"Medium",1
1536,0,28,"25 - 45",2,0,4,0,0,1,1,"Risk of Recidivism",4,"Low",0
1538,0,44,"25 - 45",1,0,3,0,0,6,1,"Risk of Recidivism",3,"Low",0
1540,0,25,"25 - 45",2,0,5,0,0,2,1,"Risk of Recidivism",5,"Medium",0
1541,0,31,"25 - 45",2,0,10,0,0,0,1,"Risk of Recidivism",10,"High",0
1542,0,35,"25 - 45",2,0,7,1,0,17,0,"Risk of Recidivism",7,"Medium",1
1543,0,27,"25 - 45",2,0,10,0,0,11,0,"Risk of Recidivism",10,"High",1
1545,0,33,"25 - 45",2,0,5,0,0,1,1,"Risk of Recidivism",5,"Medium",0
1548,0,28,"25 - 45",2,0,9,0,0,6,1,"Risk of Recidivism",9,"High",1
1549,0,20,"Less than 25",2,1,10,0,1,1,1,"Risk of Recidivism",10,"High",1
1550,0,60,"Greater than 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
1551,0,53,"Greater than 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1553,0,51,"Greater than 45",3,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",1
1554,0,25,"25 - 45",3,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
1556,0,27,"25 - 45",2,2,7,1,0,5,1,"Risk of Recidivism",7,"Medium",1
1557,1,54,"Greater than 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1558,1,26,"25 - 45",2,0,5,0,1,3,0,"Risk of Recidivism",5,"Medium",0
1559,0,24,"Less than 25",1,1,4,2,0,3,0,"Risk of Recidivism",4,"Low",0
1560,0,55,"Greater than 45",3,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",1
1562,0,26,"25 - 45",3,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",0
1563,1,75,"Greater than 45",2,0,1,0,0,5,1,"Risk of Recidivism",1,"Low",0
1565,0,36,"25 - 45",2,0,5,0,0,16,1,"Risk of Recidivism",5,"Medium",1
1566,0,56,"Greater than 45",2,0,3,0,0,8,1,"Risk of Recidivism",3,"Low",0
1568,0,34,"25 - 45",6,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",1
1569,1,25,"25 - 45",2,0,7,0,0,5,0,"Risk of Recidivism",7,"Medium",1
1571,0,46,"Greater than 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1572,0,27,"25 - 45",2,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
1573,0,24,"Less than 25",2,0,6,0,0,1,0,"Risk of Recidivism",6,"Medium",0
1575,0,28,"25 - 45",2,0,3,0,0,3,0,"Risk of Recidivism",3,"Low",1
1576,0,42,"25 - 45",2,1,8,0,1,13,0,"Risk of Recidivism",8,"High",1
1577,0,59,"Greater than 45",2,0,1,0,0,2,0,"Risk of Recidivism",1,"Low",0
1578,0,39,"25 - 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
1581,0,46,"Greater than 45",1,0,4,0,0,5,0,"Risk of Recidivism",4,"Low",0
1584,0,25,"25 - 45",6,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
1587,0,55,"Greater than 45",1,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
1588,0,35,"25 - 45",2,0,10,0,0,1,0,"Risk of Recidivism",10,"High",1
1590,0,43,"25 - 45",2,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",1
1591,1,53,"Greater than 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1594,1,21,"Less than 25",2,0,5,0,0,0,0,"Risk of Recidivism",5,"Medium",0
1595,0,55,"Greater than 45",2,0,10,0,0,17,1,"Risk of Recidivism",10,"High",1
1596,0,27,"25 - 45",2,0,3,0,0,1,1,"Risk of Recidivism",3,"Low",1
1597,0,40,"25 - 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1599,1,37,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1601,0,32,"25 - 45",1,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",1
1602,0,32,"25 - 45",2,0,2,0,0,2,0,"Risk of Recidivism",2,"Low",0
1604,0,36,"25 - 45",2,0,5,0,0,4,0,"Risk of Recidivism",5,"Medium",1
1605,0,22,"Less than 25",3,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
1606,1,31,"25 - 45",2,0,8,0,0,0,1,"Risk of Recidivism",8,"High",0
1607,1,26,"25 - 45",2,0,7,0,0,4,1,"Risk of Recidivism",7,"Medium",1
1608,1,50,"Greater than 45",1,0,6,0,0,30,0,"Risk of Recidivism",6,"Medium",1
1611,0,47,"Greater than 45",2,0,3,0,0,4,1,"Risk of Recidivism",3,"Low",0
1613,0,36,"25 - 45",2,0,3,0,0,2,1,"Risk of Recidivism",3,"Low",0
1615,1,38,"25 - 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1618,0,35,"25 - 45",6,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1620,0,53,"Greater than 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1622,0,53,"Greater than 45",2,0,3,0,0,2,1,"Risk of Recidivism",3,"Low",0
1623,0,57,"Greater than 45",2,0,7,0,0,19,1,"Risk of Recidivism",7,"Medium",0
1624,0,22,"Less than 25",2,0,8,0,0,5,1,"Risk of Recidivism",8,"High",1
1625,0,21,"Less than 25",2,0,10,0,0,0,1,"Risk of Recidivism",10,"High",1
1626,0,26,"25 - 45",2,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",1
1627,1,24,"Less than 25",2,0,3,0,0,1,1,"Risk of Recidivism",3,"Low",0
1629,0,27,"25 - 45",2,0,5,0,0,2,1,"Risk of Recidivism",5,"Medium",0
1630,1,49,"Greater than 45",1,0,5,0,0,4,1,"Risk of Recidivism",5,"Medium",0
1631,0,47,"Greater than 45",1,0,3,0,0,1,1,"Risk of Recidivism",3,"Low",1
1632,0,30,"25 - 45",2,0,10,0,0,8,1,"Risk of Recidivism",10,"High",1
1634,0,44,"25 - 45",1,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",0
1637,0,34,"25 - 45",2,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
1638,0,45,"Greater than 45",2,0,3,0,0,10,1,"Risk of Recidivism",3,"Low",1
1639,0,38,"25 - 45",3,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
1640,0,50,"Greater than 45",1,0,1,0,0,2,0,"Risk of Recidivism",1,"Low",0
1642,0,29,"25 - 45",1,0,6,0,0,1,0,"Risk of Recidivism",6,"Medium",0
1643,0,26,"25 - 45",1,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
1644,0,44,"25 - 45",3,0,1,0,0,2,0,"Risk of Recidivism",1,"Low",0
1645,1,22,"Less than 25",2,0,6,0,0,1,1,"Risk of Recidivism",6,"Medium",1
1646,0,47,"Greater than 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1648,0,49,"Greater than 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1651,0,49,"Greater than 45",2,0,3,0,0,1,1,"Risk of Recidivism",3,"Low",1
1652,0,59,"Greater than 45",1,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",0
1653,0,32,"25 - 45",1,0,5,0,0,6,0,"Risk of Recidivism",5,"Medium",0
1655,0,24,"Less than 25",2,0,2,0,2,1,0,"Risk of Recidivism",2,"Low",1
1656,0,40,"25 - 45",3,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
1657,0,32,"25 - 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1658,1,54,"Greater than 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1660,0,27,"25 - 45",2,0,10,0,1,9,1,"Risk of Recidivism",10,"High",1
1663,1,40,"25 - 45",3,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
1664,0,25,"25 - 45",1,0,8,0,0,2,0,"Risk of Recidivism",8,"High",0
1665,0,34,"25 - 45",2,0,6,0,0,1,0,"Risk of Recidivism",6,"Medium",0
1666,1,62,"Greater than 45",1,0,1,0,0,2,1,"Risk of Recidivism",1,"Low",1
1667,0,20,"Less than 25",1,0,5,0,0,0,0,"Risk of Recidivism",5,"Medium",1
1668,0,37,"25 - 45",2,2,9,0,0,18,0,"Risk of Recidivism",9,"High",0
1669,1,30,"25 - 45",1,0,10,0,0,5,1,"Risk of Recidivism",10,"High",1
1670,0,23,"Less than 25",2,0,6,0,0,1,1,"Risk of Recidivism",6,"Medium",1
1672,1,20,"Less than 25",2,0,8,0,0,0,1,"Risk of Recidivism",8,"High",0
1673,0,29,"25 - 45",1,0,7,0,0,7,0,"Risk of Recidivism",7,"Medium",1
1674,0,24,"Less than 25",2,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
1676,1,54,"Greater than 45",1,0,3,0,0,1,0,"Risk of Recidivism",3,"Low",0
1678,0,66,"Greater than 45",2,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",0
1680,0,50,"Greater than 45",1,0,2,0,0,8,1,"Risk of Recidivism",2,"Low",0
1681,0,50,"Greater than 45",2,0,2,0,0,7,1,"Risk of Recidivism",2,"Low",0
1682,0,40,"25 - 45",1,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",0
1683,1,30,"25 - 45",2,0,7,0,0,4,0,"Risk of Recidivism",7,"Medium",1
1684,1,24,"Less than 25",1,0,7,0,0,2,1,"Risk of Recidivism",7,"Medium",0
1685,0,24,"Less than 25",3,0,6,0,0,0,1,"Risk of Recidivism",6,"Medium",1
1686,1,23,"Less than 25",2,0,5,0,0,3,1,"Risk of Recidivism",5,"Medium",1
1688,0,24,"Less than 25",2,0,8,0,0,4,0,"Risk of Recidivism",8,"High",1
1689,0,54,"Greater than 45",1,0,1,0,0,3,0,"Risk of Recidivism",1,"Low",1
1691,0,25,"25 - 45",1,0,10,0,2,4,0,"Risk of Recidivism",10,"High",0
1692,0,46,"Greater than 45",1,0,1,0,0,1,0,"Risk of Recidivism",1,"Low",0
1696,1,35,"25 - 45",3,0,8,0,0,10,1,"Risk of Recidivism",8,"High",0
1697,0,25,"25 - 45",6,0,5,0,0,1,1,"Risk of Recidivism",5,"Medium",0
1698,1,22,"Less than 25",1,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
1699,1,32,"25 - 45",1,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
1700,0,25,"25 - 45",2,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",1
1701,0,22,"Less than 25",2,0,8,0,0,3,1,"Risk of Recidivism",8,"High",1
1702,0,33,"25 - 45",2,0,9,0,0,16,1,"Risk of Recidivism",9,"High",1
1704,1,49,"Greater than 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",1
1705,0,30,"25 - 45",2,0,5,0,0,10,1,"Risk of Recidivism",5,"Medium",0
1706,0,33,"25 - 45",2,0,5,0,0,4,0,"Risk of Recidivism",5,"Medium",1
1707,0,24,"Less than 25",2,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",0
1709,0,33,"25 - 45",2,0,9,0,1,12,0,"Risk of Recidivism",9,"High",1
1710,0,37,"25 - 45",1,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
1711,1,40,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1714,0,27,"25 - 45",1,0,10,0,0,1,1,"Risk of Recidivism",10,"High",0
1715,0,43,"25 - 45",2,0,6,0,0,9,1,"Risk of Recidivism",6,"Medium",1
1716,0,26,"25 - 45",1,0,4,0,0,11,1,"Risk of Recidivism",4,"Low",0
1717,0,35,"25 - 45",2,0,6,0,0,5,1,"Risk of Recidivism",6,"Medium",1
1718,0,25,"25 - 45",2,0,9,1,0,11,1,"Risk of Recidivism",9,"High",1
1719,0,61,"Greater than 45",2,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",1
1724,0,53,"Greater than 45",1,0,6,0,0,1,1,"Risk of Recidivism",6,"Medium",1
1725,1,27,"25 - 45",3,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",0
1727,1,52,"Greater than 45",2,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
1728,0,26,"25 - 45",1,0,9,0,0,7,0,"Risk of Recidivism",9,"High",1
1729,0,39,"25 - 45",2,0,2,0,0,1,0,"Risk of Recidivism",2,"Low",1
1730,0,47,"Greater than 45",2,0,4,0,0,5,1,"Risk of Recidivism",4,"Low",0
1731,0,50,"Greater than 45",1,0,1,0,0,1,1,"Risk of Recidivism",1,"Low",0
1733,1,52,"Greater than 45",1,0,7,0,0,6,0,"Risk of Recidivism",7,"Medium",0
1734,1,41,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1735,0,37,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1736,1,24,"Less than 25",2,0,7,0,0,0,1,"Risk of Recidivism",7,"Medium",0
1737,1,34,"25 - 45",2,0,9,0,0,14,1,"Risk of Recidivism",9,"High",0
1741,0,24,"Less than 25",2,0,6,0,0,5,1,"Risk of Recidivism",6,"Medium",1
1742,0,20,"Less than 25",6,0,4,0,0,0,0,"Risk of Recidivism",4,"Low",1
1746,0,25,"25 - 45",1,0,3,0,0,1,0,"Risk of Recidivism",3,"Low",1
1747,0,31,"25 - 45",1,0,5,0,0,3,0,"Risk of Recidivism",5,"Medium",0
1749,1,62,"Greater than 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1750,0,23,"Less than 25",1,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",1
1752,1,60,"Greater than 45",1,0,7,0,0,0,1,"Risk of Recidivism",7,"Medium",0
1754,0,35,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1755,1,24,"Less than 25",2,0,7,0,0,0,1,"Risk of Recidivism",7,"Medium",0
1756,1,56,"Greater than 45",1,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",1
1757,0,30,"25 - 45",1,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1759,0,41,"25 - 45",1,0,9,0,0,17,0,"Risk of Recidivism",9,"High",1
1760,0,35,"25 - 45",1,0,5,0,0,4,1,"Risk of Recidivism",5,"Medium",1
1764,1,28,"25 - 45",1,0,4,0,0,0,0,"Risk of Recidivism",4,"Low",0
1765,0,23,"Less than 25",2,0,10,1,0,1,0,"Risk of Recidivism",10,"High",0
1768,0,56,"Greater than 45",2,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1770,0,23,"Less than 25",2,0,2,0,0,2,1,"Risk of Recidivism",2,"Low",1
1771,0,20,"Less than 25",3,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",1
1772,0,37,"25 - 45",3,0,2,1,0,4,1,"Risk of Recidivism",2,"Low",0
1774,0,23,"Less than 25",1,0,2,1,0,1,0,"Risk of Recidivism",2,"Low",0
1776,0,21,"Less than 25",2,0,9,0,0,0,1,"Risk of Recidivism",9,"High",1
1777,1,21,"Less than 25",2,1,7,2,2,3,1,"Risk of Recidivism",7,"Medium",0
1780,1,35,"25 - 45",2,0,5,0,0,2,1,"Risk of Recidivism",5,"Medium",0
1781,0,33,"25 - 45",1,0,3,0,0,3,0,"Risk of Recidivism",3,"Low",0
1783,0,21,"Less than 25",3,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
1786,0,41,"25 - 45",2,2,9,1,0,9,0,"Risk of Recidivism",9,"High",0
1787,0,24,"Less than 25",2,0,5,0,0,0,1,"Risk of Recidivism",5,"Medium",0
1788,0,20,"Less than 25",3,0,10,0,0,2,1,"Risk of Recidivism",10,"High",1
1791,0,28,"25 - 45",2,0,8,0,0,9,1,"Risk of Recidivism",8,"High",1
1792,0,25,"25 - 45",5,0,9,0,0,7,1,"Risk of Recidivism",9,"High",0
1794,0,49,"Greater than 45",2,0,2,0,0,3,1,"Risk of Recidivism",2,"Low",0
1795,1,22,"Less than 25",3,0,6,0,0,0,1,"Risk of Recidivism",6,"Medium",0
1796,0,21,"Less than 25",2,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",1
1797,1,27,"25 - 45",2,0,9,0,0,3,1,"Risk of Recidivism",9,"High",1
1798,0,32,"25 - 45",2,0,7,0,0,4,1,"Risk of Recidivism",7,"Medium",1
1800,0,50,"Greater than 45",2,0,5,0,0,4,0,"Risk of Recidivism",5,"Medium",0
1801,1,23,"Less than 25",2,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
1803,0,34,"25 - 45",1,0,4,0,0,0,0,"Risk of Recidivism",4,"Low",0
1804,0,35,"25 - 45",2,0,4,0,0,1,0,"Risk of Recidivism",4,"Low",0
1805,0,25,"25 - 45",2,0,5,0,1,4,1,"Risk of Recidivism",5,"Medium",1
1806,1,33,"25 - 45",1,0,5,0,0,2,1,"Risk of Recidivism",5,"Medium",1
1809,0,25,"25 - 45",6,0,4,0,0,1,0,"Risk of Recidivism",4,"Low",1
1810,0,30,"25 - 45",3,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1815,0,42,"25 - 45",5,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",0
1816,1,29,"25 - 45",1,0,10,0,0,11,1,"Risk of Recidivism",10,"High",1
1817,1,32,"25 - 45",2,0,4,0,0,6,1,"Risk of Recidivism",4,"Low",1
1819,0,24,"Less than 25",6,0,6,0,0,5,1,"Risk of Recidivism",6,"Medium",0
1820,0,52,"Greater than 45",2,0,1,0,0,3,1,"Risk of Recidivism",1,"Low",0
1821,1,26,"25 - 45",1,0,3,0,0,3,0,"Risk of Recidivism",3,"Low",0
1822,0,31,"25 - 45",1,0,3,0,0,2,1,"Risk of Recidivism",3,"Low",1
1823,0,38,"25 - 45",3,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
1826,0,47,"Greater than 45",1,0,1,0,0,2,0,"Risk of Recidivism",1,"Low",0
1827,0,25,"25 - 45",2,0,7,0,0,5,1,"Risk of Recidivism",7,"Medium",0
1829,1,30,"25 - 45",1,0,5,0,0,0,1,"Risk of Recidivism",5,"Medium",0
1830,0,20,"Less than 25",2,0,10,0,0,0,0,"Risk of Recidivism",10,"High",1
1832,1,29,"25 - 45",2,0,10,0,0,2,1,"Risk of Recidivism",10,"High",0
1833,0,24,"Less than 25",4,0,3,0,0,0,1,"Risk of Recidivism",3,"Low",0
1834,0,31,"25 - 45",1,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
1840,1,54,"Greater than 45",1,0,2,0,0,12,1,"Risk of Recidivism",2,"Low",0
1841,1,37,"25 - 45",1,0,3,0,0,1,0,"Risk of Recidivism",3,"Low",0
1843,0,43,"25 - 45",3,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",1
1844,0,49,"Greater than 45",1,0,6,0,0,8,1,"Risk of Recidivism",6,"Medium",1
1845,1,33,"25 - 45",2,0,2,0,0,1,1,"Risk of Recidivism",2,"Low",0
1846,0,20,"Less than 25",2,0,9,0,0,1,1,"Risk of Recidivism",9,"High",0
1847,0,42,"25 - 45",2,0,1,0,0,0,0,"Risk of Recidivism",1,"Low",0
1848,0,44,"25 - 45",1,0,2,0,0,0,1,"Risk of Recidivism",2,"Low",1
1849,0,28,"25 - 45",2,0,6,0,0,5,1,"Risk of Recidivism",6,"Medium",1
1850,0,32,"25 - 45",2,0,6,0,0,4,1,"Risk of Recidivism",6,"Medium",1
1852,0,28,"25 - 45",2,0,7,0,0,7,1,"Risk of Recidivism",7,"Medium",1
1853,0,38,"25 - 45",1,0,4,0,0,0,1,"Risk of Recidivism",4,"Low",0
1854,0,38,"25 - 45",2,0,4,0,0,3,1,"Risk of Recidivism",4,"Low",0
1856,0,21,"Less than 25",1,0,4,0,0,1,1,"Risk of Recidivism",4,"Low",0
1859,1,34,"25 - 45",2,0,3,0,0,0,0,"Risk of Recidivism",3,"Low",0
1860,0,21,"Less than 25",1,0,6,0,0,1,1,"Risk of Recidivism",6,"Medium",1
1861,0,36,"25 - 45",2,0,8,0,0,1,1,"Risk of Recidivism",8,"High",1
1862,0,29,"25 - 45",2,0,2,0,0,0,0,"Risk of Recidivism",2,"Low",1
1863,0,34,"25 - 45",2,0,6,0,1,3,1,"Risk of Recidivism",6,"Medium",1
1864,0,38,"25 - 45",2,0,2,0,0,1,0,"Risk of Recidivism",2,"Low",0
1865,0,36,"25 - 45",1,0,1,0,0,0,1,"Risk of Recidivism",1,"Low",0
